TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE
PA430,A103,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA550,A105,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Coordinate with internal legal team members and paralegals on execution.",Associate,N,N
TR310,A104,"Prepare and file trademark application for {NAME_PLACEHOLDER} Cloud covering online education services, including specimen and first-use information. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR399,A103,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
TR399,A101,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA250,A111,Set up publication watch alerts and review newly published applications for potential conflicts. Perform other related services as required by the matter. Also summarize key issues for client call and record action items in the prosecution log.,Associate,Y,N
PA499,A105,Complete IP prosecution work associated with task PA499 and document outcomes for the client. Coordinate with internal legal team members and paralegals on execution.,Partner,N,N
PA499,A103,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA520,A103,"Draft non-provisional patent specification, claims, and abstract for EP filing covering battery management system embodiments. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA250,A105,Set up publication watch alerts and review newly published applications for potential conflicts. Coordinate with internal legal team members and paralegals on execution.,Associate,N,N
PA499,A103,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA310,A104,"Draft and finalize provisional patent application materials for US filing based on data compression algorithm disclosure. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR420,A106,Draft preliminary amendment updating claims or application details prior to substantive examination. Communicate with client and inventors to confirm instructions and approvals.,Paralegal,N,N
TR310,A104,"Prepare and file trademark application for {NAME_PLACEHOLDER} Cloud covering telecommunications services, including specimen and first-use information. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR110,A104,"Conduct initial inventor and stakeholder interviews to confirm facts and scope for new IP matter. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA740,A106,Negotiate and draft IP license provisions and coordinate execution and recordkeeping for compliance. Communicate with client and inventors to confirm instructions and approvals.,Paralegal,N,N
PA210,A104,"Perform patentability prior art search and analyze references relevant to the disclosed autonomous driving module. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA250,A106,Set up publication watch alerts and review newly published applications for potential conflicts. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA270,A106,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Communicate with client and inventors to confirm instructions and approvals.",Partner,N,N
PA310,A104,"Draft and finalize provisional patent application materials for CA filing based on semiconductor packaging method disclosure. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
