TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE
TR720,A110,"Conduct portfolio review for HARBOR family of marks. Identify gaps, upcoming renewals, and recommend consolidation or expansion strategies.",Paralegal,N,N
TR730,A103,"Prepare trademark assignment for RADIANT. Draft assignment document, coordinate execution, and file recordation with IP Australia or WIPO as needed.",Associate,N,N
TR740,A103,"Draft trademark license agreement provisions for POLARIS. Address quality control language, permitted use, and reporting obligations.",Associate,N,N
TR750,A102,Evaluate domain name availability and risk for ORION. Review WHOIS records and recommend defensive registrations under key gTLDs.,Paralegal,N,N
TR770,A103,"Prepare UDRP complaint materials related to SATURN. Draft statement of facts, evidence exhibits, and requested remedies.",Associate,N,N
TR710,A104,Prepare trademark opinion for NOVA addressing clearance results and registrability. Provide practical recommendations and next steps for client.,Associate,N,N
TR399,A103,Prepare ancillary domestic filing for LUMEN including amendments and corrections. Draft revised identification and coordinate electronic submission.,Partner,N,N
TR499,A111,Handle other domestic prosecution tasks for CRESCENT including examiner interview prep and follow-up. Summarize outcomes and update docket.,Associate,N,N
TR699,A111,Handle other international prosecution tasks for AURORA including local counsel coordination and procedural follow-up. Track deadlines and status updates.,Partner,N,N
TR220,A102,"Perform registerability investigation for the ECLIPSE mark for downloadable mobile app software for payment processing in INPI (France). Document conflicts, descriptiveness concerns, and filing recommendations.",Paralegal,N,N
TR230,A102,Conduct comprehensive trademark clearance search for PULSE covering software-as-a-service for document automation and workflow in EUIPO. Analyze search results and provide risk assessment to client.,Paralegal,N,N
TR120,A101,"Develop filing strategy for VECTRA including classes Class 9 and geographic rollout. Outline prosecution timeline, costs, and recommended specimen approach.",Associate,N,N
TR310,A103,"Prepare and file domestic trademark application for SUMMIT covering software-as-a-service for document automation and workflow in KIPO. Draft identification, select basis, and coordinate signature requirements.",Associate,N,N
TR130,A110,"Organize and manage trademark file materials for KINETIC including evidence, specimens, and correspondence. Update matter notes and maintain document version control.",Paralegal,N,N
TR430,A103,Draft and revise response to office action for EMBER in CIPO. Address likelihood of confusion and descriptiveness issues with legal argument and amendments.,Partner,N,N
TR430,A104,"Review office action issued for HARBOR by CNIPA and analyze refusal grounds. Summarize options, deadlines, and recommended response strategy.",Paralegal,N,N
TR410,A103,Prepare declaration or affidavit filing for RADIANT including verified statements and supporting exhibits. Coordinate execution and submit electronically where required.,Paralegal,N,N
TR410,A103,Prepare statement of use and specimen package for POLARIS. Review specimen acceptability and draft declarations to support use in commerce.,Associate,N,N
TR410,A103,"Prepare and file extension request for statement of use for ORION. Confirm deadlines, draft request, and update docket with new due dates.",Associate,N,N
TR250,A102,Set up publication watch for SATURN and monitor new filings in relevant classes Class 9. Review alerts weekly and flag potential conflicts.,Associate,N,N
TR260,A102,Investigate potential trademark infringement involving NOVA and software-as-a-service for document automation and workflow. Gather marketplace evidence and summarize enforcement options for client.,Paralegal,Y,N
TR440,A103,"Draft notice of opposition pleadings for LUMEN before TTAB or equivalent tribunal. Prepare claims, supporting facts, and required exhibits.",Associate,Y,N
TR440,A105,"Communicate with opposing counsel regarding opposition related to CRESCENT. Discuss settlement posture, extensions, and procedural scheduling matters.",Paralegal,N,N
TR270,A110,"Update trademark prosecution status for AURORA in USPTO. Review docket, confirm deadlines, and send status report to the legal team.",Associate,N,N
TR510,A103,"Prepare international trademark application for ECLIPSE via CIPO. Determine priority claims, designate countries, and draft goods/services in Class 9.",Paralegal,N,N
TR630,A103,"Draft response to international office action for PULSE. Coordinate translation needs, local counsel instructions, and filing logistics in CNIPA.",Associate,N,N
TR610,A103,"Prepare international renewal or maintenance filing for VECTRA. Confirm requirements, draft declarations, and coordinate payment of official fees.",Associate,N,N
TR720,A110,"Conduct portfolio review for SUMMIT family of marks. Identify gaps, upcoming renewals, and recommend consolidation or expansion strategies.",Associate,N,N
TR730,A103,"Prepare trademark assignment for KINETIC. Draft assignment document, coordinate execution, and file recordation with JPO or WIPO as needed.",Associate,Y,N
TR740,A103,"Draft trademark license agreement provisions for EMBER. Address quality control language, permitted use, and reporting obligations.",Partner,N,N
TR750,A102,Evaluate domain name availability and risk for HARBOR. Review WHOIS records and recommend defensive registrations under key gTLDs.,Associate,N,N
TR770,A103,"Prepare UDRP complaint materials related to RADIANT. Draft statement of facts, evidence exhibits, and requested remedies.",Partner,N,N
TR710,A104,Prepare trademark opinion for POLARIS addressing clearance results and registrability. Provide practical recommendations and next steps for client.,Partner,N,N
TR399,A103,Prepare ancillary domestic filing for ORION including amendments and corrections. Draft revised identification and coordinate electronic submission.,Associate,N,N
TR499,A111,Handle other domestic prosecution tasks for SATURN including examiner interview prep and follow-up. Summarize outcomes and update docket.,Associate,N,N
TR699,A111,Handle other international prosecution tasks for NOVA including local counsel coordination and procedural follow-up. Track deadlines and status updates.,Partner,N,N
TR220,A102,"Perform registerability investigation for the LUMEN mark for software-as-a-service for document automation and workflow in WIPO/Madrid. Document conflicts, descriptiveness concerns, and filing recommendations.",Paralegal,N,N
TR230,A102,Conduct comprehensive trademark clearance search for CRESCENT covering downloadable mobile app software for payment processing in UKIPO. Analyze search results and provide risk assessment to client.,Partner,N,N
TR120,A101,"Develop filing strategy for AURORA including classes Class 9 and geographic rollout. Outline prosecution timeline, costs, and recommended specimen approach.",Paralegal,N,N
TR310,A103,"Prepare and file domestic trademark application for ECLIPSE covering downloadable mobile app software for payment processing in INPI (France). Draft identification, select basis, and coordinate signature requirements.",Associate,N,N
TR130,A110,"Organize and manage trademark file materials for PULSE including evidence, specimens, and correspondence. Update matter notes and maintain document version control.",Partner,N,N
TR430,A103,Draft and revise response to office action for VECTRA in IP Australia. Address likelihood of confusion and descriptiveness issues with legal argument and amendments.,Partner,N,N
