LINE_ITEM_TYPE,TASK_CODE,ACTIVITY_CODE,EXPENSE_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE,MISMATCH,PROHIBITED_ADMIN,MIN_AMOUNT,MAX_AMOUNT,MIN_UNITS,MAX_UNITS,UNIT_COST,RECEIPT_REQUIRED,GENERATE_RECEIPT
FEE,MA00,A103,,Draft and revise standstill provisions for the buyer in a bolt-on acquisition involving a specialty chemicals business with material operations in Australia; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A106,,Advise client regarding pre-signing communications protocol for the buyer in a divestiture involving a logistics business with material operations in Australia; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A103,,Draft and revise standstill provisions for the strategic acquirer in a tender offer involving a specialty chemicals business with material operations in Japan; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A107,,Confer with opposing transaction counsel regarding clean-team protocol for the target company in a private equity acquisition involving a fintech business with material operations in New York; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A109,,Participate in negotiation session concerning standstill provisions for the private equity sponsor in a carve-out acquisition involving a specialty chemicals business with material operations in Singapore; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A106,,Advise client regarding standstill provisions for the private equity sponsor in a cross-border acquisition involving a industrial manufacturing business with material operations in Ireland; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A101,,Develop preliminary strategy for pre-signing communications protocol for the strategic acquirer in a tender offer involving a data analytics business with material operations in Canada; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A107,,Confer with opposing transaction counsel regarding preliminary valuation terms for the seller in a tender offer involving a automotive technology business with material operations in New York; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A107,,Confer with opposing transaction counsel regarding preliminary valuation terms for the buyer in a bolt-on acquisition involving a biotechnology business with material operations in New York; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A109,,Participate in negotiation session concerning confidentiality agreement for the buyer in a strategic acquisition involving a fintech business with material operations in Ireland; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A106,,Advise client regarding preliminary valuation terms for the buyer in a stock purchase involving a renewable energy business with material operations in Japan; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A109,,Participate in negotiation session concerning clean-team protocol for the private equity sponsor in a reverse triangular merger involving a renewable energy business with material operations in Ireland; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A103,,Draft and revise letter of intent for the target company in a going-private transaction involving a specialty chemicals business with material operations in Singapore; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A101,,Develop preliminary strategy for preliminary transaction structure for the target company in a carve-out acquisition involving a logistics business with material operations in the Netherlands; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A107,,Confer with opposing transaction counsel regarding confidentiality agreement for the target company in a stock purchase involving a consumer products business with material operations in Japan; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A104,,Review and analyze pre-signing communications protocol for the target company in a carve-out acquisition involving a semiconductors business with material operations in the Netherlands; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A107,,Confer with opposing transaction counsel regarding letter of intent for the buyer in a sale of a business division involving a semiconductors business with material operations in New York; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A107,,Confer with opposing transaction counsel regarding standstill provisions for the buyer in a carve-out acquisition involving a cybersecurity business with material operations in Japan; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A107,,Confer with opposing transaction counsel regarding engagement letter with financial advisor for the target company in a stock purchase involving a insurance business with material operations in the United Kingdom; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A101,,Develop preliminary strategy for clean-team protocol for the strategic acquirer in a minority investment with acquisition rights involving a food and beverage business with material operations in Ireland; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A106,,Advise client regarding engagement letter with financial advisor for the seller in a minority investment with acquisition rights involving a e-commerce business with material operations in Massachusetts; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A103,,Draft and revise confidentiality agreement for the strategic acquirer in a asset purchase involving a semiconductors business with material operations in Canada; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A109,,Participate in negotiation session concerning preliminary valuation terms for the buyer in a cross-border acquisition involving a telecommunications business with material operations in Japan; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A101,,Develop preliminary strategy for initial risk-allocation strategy for the strategic acquirer in a carve-out acquisition involving a healthcare services business with material operations in the United Kingdom; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A104,,Review and analyze letter of intent for the private equity sponsor in a divestiture involving a renewable energy business with material operations in Singapore; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A103,,Draft and revise preliminary valuation terms for the target company in a reverse triangular merger involving a data analytics business with material operations in the Netherlands; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MA00,A109,,Participate in negotiation session concerning confidentiality agreement for the buyer in a stock purchase involving a cybersecurity business with material operations in the United Kingdom; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A109,,Participate in negotiation session concerning auction process and bid procedures for the seller in a strategic acquisition involving a cybersecurity business with material operations in Delaware; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MA00,A101,,Develop preliminary strategy for exclusivity agreement for the private equity sponsor in a going-private transaction involving a enterprise software business with material operations in Ireland; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
