TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,Blockbilling
L320,A112,Analyze opposing counsel tactics re scheduling and deadlines,Partner,N
L200,A110,Cite-check and proof brief re deposition logistics,Paralegal,N
L420,A103,Evaluate settlement options,Partner,N
L200,A101,Strategy conference re case posture re motion practice with {NAME_PLACEHOLDER},Partner,N
L140,A102,Update docket and calendar key dates re case budget,Paralegal,N
L300,A107,Revise discovery responses re case budget,Associate,N
L220,A107,Draft initial disclosures re settlement framework,Associate,N
L200,A101,Prepare for settlement conference re motion practice with {NAME_PLACEHOLDER},Partner,N
L300,A110,Prepare and serve subpoenas re deposition logistics,Paralegal,N
L240,A112,Analyze opposing counsel tactics re settlement framework,Partner,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re discovery issues,Associate,N
L200,A107,Draft motion to dismiss re discovery issues,Associate,N
L110,A107,Draft statement of undisputed facts,Associate,N
L230,A103,Maintain case chronology re settlement framework,Paralegal,N
L140,A107,Draft responses to RFPs and RFAs re case budget,Associate,N
L300,A107,Draft initial disclosures re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L300,A107,Revise privilege log entries re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L300,A107,Draft notice of deposition re deposition logistics to {NAME_PLACEHOLDER},Paralegal,N
L400,A112,Prepare witness availability chart re trial preparation,Paralegal,N
L300,A110,Review and summarize deposition transcript regarding expert strategy with {NAME_PLACEHOLDER},Associate,N
L300,A101,Maintain case chronology re discovery issues,Paralegal,N
L300,A113,Assemble exhibit binders re discovery issues,Paralegal,N
L300,A101,Draft pretrial conference statement re discovery issues with {NAME_PLACEHOLDER},Associate,N
L240,A105,Legal research on dispositive issues re mediation planning,Associate,N
L200,A105,E-file motion and manage service re motion practice,Paralegal,N
L140,A112,Review case budget and resourcing re compliance with local rules,Partner,N
L300,A112,Analyze opposing counsel tactics re discovery issues,Partner,N
L200,A110,Attend hearing and argue motion re deposition logistics,Partner,N
L140,A102,Evaluate settlement options re case budget,Partner,N
L340,A107,Draft statement of undisputed facts re scheduling and deadlines,Associate,N
L140,A102,Prepare proof of service re case budget,Paralegal,N
L400,A111,Prepare exhibit list cross-references re compliance with local rules,Associate,N
L200,A110,Approve deposition strategy re motion practice with {NAME_PLACEHOLDER},Partner,N
L140,A104,Prepare witness examination outlines re case budget,Partner,N
L300,A113,Prepare exhibit list cross-references re discovery issues,Associate,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER},Paralegal,N
L300,A110,Analyze opposing counsel tactics re deposition logistics,Partner,N
L430,A107,Draft responses to RFPs and RFAs re compliance with local rules,Associate,N
L300,A107,Draft notice of deposition re mediation planning,Paralegal,N
L110,A101,Strategy conference re case posture,Partner,N
L200,A107,High-level review of draft motion re trial preparation,Partner,N
L400,A107,Draft responses to RFPs and RFAs re trial preparation,Associate,N
L200,A107,High-level review of draft motion re settlement framework,Partner,N
L140,A109,Assess risk and exposure estimates re case budget,Partner,N
L140,A107,Draft protective order re case budget,Associate,N
L200,A107,Draft reply brief re deposition logistics,Associate,N
L140,A112,Review opposing expert report re case budget,Associate,N
L300,A103,Coordinate court reporter and videographer re discovery issues,Paralegal,N
L110,A113,Bates label and organize document set regarding expert strategy,Paralegal,N
L300,A110,Prepare deposition cross outline re case budget,Associate,N
L300,A110,Approve deposition strategy re trial preparation with {NAME_PLACEHOLDER},Partner,N
L300,A103,Arrange courier for courtesy copies re discovery issues,Paralegal,N
L300,A105,Research sanctions standards re deposition logistics,Associate,N
L300,A110,Prepare deposition cross outline re deposition logistics,Associate,N
L110,A103,Coordinate court reporter and videographer regarding expert strategy,Paralegal,N
L300,A113,Assemble exhibit binders re discovery issues,Paralegal,N
L200,A111,Attend hearing and argue motion re motion practice,Partner,N
L110,A101,Conference with {NAME_PLACEHOLDER} re strategy re compliance with local rules,Partner,N
L300,A109,Evaluate removal/remand options re discovery issues,Partner,N
L300,A109,Evaluate removal/remand options re discovery issues,Partner,N
L400,A102,Meet and confer with opposing counsel re trial preparation with {NAME_PLACEHOLDER},Associate,N
L300,A110,Prepare and serve subpoenas re deposition logistics,Paralegal,N
L300,A110,Assemble exhibit binders re deposition logistics,Paralegal,N
L330,A105,Manage document vendor instructions re scheduling and deadlines,Paralegal,N
L240,A107,Revise privilege log entries re mediation planning,Associate,N
L140,A102,Update docket and calendar key dates re case budget,Paralegal,N
L140,A109,Assess risk and exposure estimates re case budget,Partner,N
L240,A110,Manage document vendor instructions re mediation planning,Paralegal,N
L110,A107,Draft notice of removal,Associate,N
L300,A107,Draft statement of undisputed facts re deposition logistics,Associate,N
L200,A109,Mentor Associate on brief structure re compliance with local rules,Partner,N
L230,A102,Meet and confer with opposing counsel with {NAME_PLACEHOLDER},Associate,N
L310,A105,Legal research on dispositive issues re compliance with local rules,Associate,N
L300,A110,Organize correspondence archive re deposition logistics; Track discovery deficiencies; Maintain case chronology re compliance with local rules (follow-up),Paralegal,Y
L200,A109,Mentor Associate on brief structure re compliance with local rules,Partner,N
L300,A110,Review and summarize deposition transcript re trial preparation,Associate,N
L500,A105,Manage document vendor instructions re compliance with local rules,Paralegal,N
L400,A103,Coordinate court reporter and videographer re trial preparation with {NAME_PLACEHOLDER},Paralegal,N
L200,A108,Prepare witness examination outlines re motion practice,Partner,N
L200,A111,Coordinate hearing logistics re motion practice with {NAME_PLACEHOLDER},Paralegal,N
L140,A112,Analyze opposing counsel tactics re case budget,Partner,N
L430,A102,Meet and confer with opposing counsel re scheduling and deadlines with {NAME_PLACEHOLDER},Associate,N
L300,A101,Prepare for settlement conference re discovery issues with {NAME_PLACEHOLDER},Partner,N
L110,A102,Prepare proof of service regarding expert strategy,Paralegal,N
L400,A107,Draft joint case management statement re trial preparation,Associate,N
L110,A112,Review expert retention strategy re settlement framework,Partner,N
L300,A110,Prepare deposition cross outline re case budget with {NAME_PLACEHOLDER},Associate,N
L200,A107,Draft reply brief re settlement framework,Associate,N
L200,A107,Draft opposition to motion to compel regarding expert strategy,Associate,N
L300,A105,Research expert admissibility (Daubert) re deposition logistics,Associate,N
L400,A111,Coordinate hearing logistics re mediation planning,Paralegal,N
L300,A110,Review opposing expert report re deposition logistics,Associate,N
L100,A113,Organize correspondence archive re settlement framework,Paralegal,N
L430,A103,Coordinate court reporter and videographer,Paralegal,N
L300,A105,Research expert admissibility (Daubert) re discovery issues,Associate,N
L300,A110,Maintain case chronology re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L400,A101,Strategy conference re case posture re trial preparation,Partner,N
L300,A105,Prepare jury instructions research re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L200,A107,Draft mediation brief re deposition logistics,Associate,N
L420,A112,Analyze document production for key facts re settlement framework,Associate,N
L200,A113,Bates label and organize document set re motion practice,Paralegal,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re deposition logistics,Associate,N
L300,A110,Update docket and calendar key dates re deposition logistics,Paralegal,N
L110,A101,Strategy conference re case posture re settlement framework with {NAME_PLACEHOLDER},Partner,N
L200,A112,Mentor Associate on brief structure re motion practice,Partner,N
L400,A101,Conference with {NAME_PLACEHOLDER} re strategy re trial preparation,Partner,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re settlement framework,Associate,N
L300,A110,Track discovery deficiencies re deposition logistics,Paralegal,N
L300,A107,Draft notice of deposition; Prepare and serve subpoenas; Bates label and organize document set re settlement framework,Paralegal,Y
L300,A110,Review and summarize deposition transcript re scheduling and deadlines,Associate,N
L300,A110,Prepare deposition cross outline re compliance with local rules,Associate,N
L110,A101,Strategy conference re case posture re case budget,Partner,N
L140,A112,Analyze document production for key facts re case budget,Associate,N
L200,A107,High-level review of draft motion re settlement framework,Partner,N
L300,A102,Meet and confer with opposing counsel re discovery issues with {NAME_PLACEHOLDER},Associate,N
L110,A107,Maintain case chronology regarding expert strategy,Paralegal,N
L200,A103,Coordinate court reporter and videographer re motion practice with {NAME_PLACEHOLDER},Paralegal,N
L300,A110,Review and summarize deposition transcript re discovery issues with {NAME_PLACEHOLDER},Associate,N
L300,A110,Review and summarize deposition transcript regarding expert strategy with {NAME_PLACEHOLDER},Associate,N
L400,A101,Draft pretrial conference statement re settlement framework,Associate,N
L200,A107,Draft opposition to motion to compel re discovery issues,Associate,N
L300,A110,Prepare deposition cross outline re settlement framework with {NAME_PLACEHOLDER},Associate,N
L400,A101,Strategy conference re case posture re trial preparation with {NAME_PLACEHOLDER},Partner,N
L300,A107,Draft subpoena to third party re deposition logistics,Associate,N
L140,A107,Draft initial disclosures re compliance with local rules,Associate,N
L300,A108,Prepare interrogatories and RFPs re compliance with local rules,Associate,N
L300,A110,Analyze opposing counsel tactics re deposition logistics,Partner,N
L400,A113,Assemble exhibit binders re trial preparation,Paralegal,N
L200,A111,Attend hearing and argue motion re discovery issues,Partner,N
L400,A107,Draft protective order re trial preparation,Associate,N
L400,A103,Coordinate court reporter and videographer re compliance with local rules with {NAME_PLACEHOLDER},Paralegal,N
L300,A110,Prepare trial notebook sections re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L200,A112,Review opposing expert report re motion practice,Associate,N
L140,A107,Draft statement of undisputed facts re case budget,Associate,N
L400,A111,Coordinate hearing logistics re compliance with local rules with {NAME_PLACEHOLDER},Paralegal,N
L400,A105,Legal research on dispositive issues re trial preparation,Associate,N
L500,A105,Research expert admissibility (Daubert) re settlement framework,Associate,N
